case_id,sample_universe,report_id,phase,standard_id,disclosure_id,material_topic,requirement_id,occurrence_idx,a0_status_resolved,a0_decision_path,a0_rationale,a0_citations_json,a1_status_resolved,a1_decision_path,a1_rationale,a1_citations_json,a2_status_resolved,a2_decision_path,a2_rationale,a2_citations_json,v_new_status_resolved,v_new_decision_path,v_new_rationale,v_new_citations_json,disagreement_meta
D120,disagreement,Bangchak2024,phase6,GRI 305: Emissions 2016,305-2,"GHG Emissions & Climate adaptation, resilience, and transition",e,0,no_evidence,standard,No mention of emission factors or GWP sources in the evidence.,[],no_evidence,standard,No mention of emission factors or GWP sources in the evidence.,[],no_evidence,standard,No evidence mentions emission factors or GWP sources in the chunks.,"[""Bangchak2024__c_0318""]",no_evidence,standard,No evidence mentions emission factors or GWP sources in the chunks.,"[""Bangchak2024__c_0318""]",all_agree
D121,disagreement,Bapco2024,phase6,GRI 403: Occupational Health and Safety 2018,403-8,"Health, safety and well-being",a.ii,0,pass,standard,Internal audits are explicitly mentioned as part of HSE management systems.,"[""Bapco2024__c_0061"", ""Bapco2024__c_0064""]",partial,standard,"Internal audits are mentioned, but no specific number/percentage of non-employee workers covered by the system is provided.","[""Bapco2024__c_0061"", ""Bapco2024__c_0064""]",pass,standard,Internal audits are explicitly mentioned as part of HSE governance framework.,"[""Bapco2024__c_0064""]",pass,standard,Internal audits are mentioned as part of subsidiaries' monitoring of HSE systems.,"[""Bapco2024__c_0061""]",1v3
D122,disagreement,OQ2023,phase6,GRI 302: Energy 2016,302-3,Climate Change & Energy Transition,c,0,partial,standard,"Electricity, steam, and fuel are implied, but explicit inclusion of all types (heating, cooling, etc.) is missing.","[""OQ2023__c_0102"", ""OQ2023__c_0103"", ""OQ2023__c_0106""]",no_evidence,standard,"The report does not explicitly list the types of energy (e.g., fuel, electricity) included in the energy intensity ratio.",[],no_evidence,standard,"The report mentions energy types (electricity, steam) but does not explicitly state which energy categories (fuel, heat, etc.) are included in the EII calculation.",[],no_evidence,standard,"Energy types (fuel, electricity, etc.) are not explicitly listed as components of the intensity ratio.","[""OQ2023__c_0102"", ""OQ2023__c_0103"", ""OQ2023__c_0106""]",1v3
D123,disagreement,Bapco2024,phase6,GRI 405: Diversity and Equal Opportunity 2016,405-1,"Diversity, Inclusion & Equal Opportunity",b.i,0,partial,standard,Counts for female executives are provided but not percentages or all categories.,"[""Bapco2024__c_0058""]",no_evidence,standard,No evidence provides employee gender percentages.,"[""Bapco2024__c_0058""]",no_evidence,standard,No evidence provides employee gender percentages across all categories. Chunk 0058 mentions 6 female executives but not overall employee data.,"[""Bapco2024__c_0058""]",no_evidence,standard,No evidence provides employee gender percentages by category.,"[""Bapco2024__c_0058""]",1v3
D124,disagreement,Bangchak2024,phase6,GRI 406: Non-discrimination 2016,406-1,Non-discrimination and equal opportunity,b.iv,0,pass,condition_not_applicable,No incidents exist to declare as resolved; condition not met.,"[""Bangchak2024__c_0315""]",pass,condition_not_applicable,No incidents exist to declare as resolved; condition not met.,"[""Bangchak2024__c_0315""]",no_evidence,standard,No evidence on incident resolution status despite no incidents.,"[""Bangchak2024__c_0315""]",no_evidence,standard,No evidence on incident resolution status despite no incidents.,"[""Bangchak2024__c_0315""]",2v2
D125,disagreement,HPCL2024,phase6,GRI 306: Waste 2020,306-2,Biodiversity (GRI OGSS Topic: Biodiversity),a.iv,0,no_evidence,standard,No explicit mention of recovery or energy recovery for hazardous waste.,"[""HPCL2024__c_0165"", ""HPCL2024__c_0166""]",pass,standard,Mechanical recovery of oily sludge is reported in chunk 0166.,"[""HPCL2024__c_0166""]",no_evidence,standard,No evidence of recovery (including energy recovery) in provided chunks.,[],pass,standard,Mechanical recovery of oily sludge (hazardous waste) reported in chunk 0166.,"[""HPCL2024__c_0166""]",2v2
D126,disagreement,Mubadala2024,phase6,GRI 306: Waste 2020,306-3,Waste Management,a,1,pass,standard,"Total waste (1,777 tons) and breakdown (hazardous: 1,427 tons, nonhazardous: 350 tons) are explicitly reported.","[""Mubadala2024__c_0073""]",pass,standard,"Total waste (1,777 tons) and breakdown (hazardous: 1,427 tons, nonhazardous: 350 tons) are explicitly reported.","[""Mubadala2024__c_0073""]",no_evidence,standard,No mention of spills; only waste generation data is provided.,"[""Mubadala2024__c_0073""]",no_evidence,standard,No mention of spills; only waste generation data is provided.,"[""Mubadala2024__c_0073""]",2v2
D127,disagreement,Energean2024,phase6,GRI 305: Emissions 2016,305-7,Pollution,a.vi,0,no_evidence,standard,"PM emissions decreased by 3%, but no absolute kg/multiples values are reported.","[""Energean2024__c_0150"", ""Energean2024__c_0226"", ""Energean2024__c_0227"", ""Energean2024__c_0228"", ""Energean2024__c_0232""]",pass,standard,"Particulate matter (PM) emissions decreased by 3% in 2024, per chunk Energean2024__c_0150.","[""Energean2024__c_0150""]",no_evidence,standard,No PM emissions data above threshold mentioned.,[],no_evidence,standard,No verdict produced.,[],1v3
D128,disagreement,Desfa2023,phase6,GRI 302: Energy 2016,302-1,Carbon Footprint,d.i,0,no_evidence,standard,Electricity sold is excluded but not explicitly stated as non-existent.,"[""Desfa2023__c_0132""]",no_evidence,standard,"No data on electricity sold; chunk 0132 only mentions exclusion, not non-existence.","[""Desfa2023__c_0132""]",no_evidence,standard,Chunk Desfa2023__c_0132 mentions exclusion of electricity sold but does not quantify it.,"[""Desfa2023__c_0132""]",no_evidence,standard,No explicit data on electricity sold in joules/watt-hours; only purchased electricity is mentioned in Desfa2023__c_0131.,"[""Desfa2023__c_0131""]",all_agree
D129,disagreement,Bapco2024,phase6,GRI 303: Water and Effluents 2018,303-1,Water and effluents,a,0,partial,standard,"Mentions water management and compliance but lacks details on withdrawal, discharge locations, or specific impacts.","[""Bapco2024__c_0039"", ""Bapco2024__c_0040"", ""Bapco2024__c_0041""]",partial,standard,Chunks mention water consumption data and effluent treatment but lack explicit details on impacts caused or locations of withdrawal/discharge.,"[""Bapco2024__c_0041"", ""Bapco2024__c_0040"", ""Bapco2024__c_0039""]",no_evidence,standard,"No explicit description of water withdrawal, consumption, discharge locations, or impacts caused by operations.","[""Bapco2024__c_0039"", ""Bapco2024__c_0040"", ""Bapco2024__c_0041""]",no_evidence,standard,"No explicit description of water withdrawal, consumption, discharge locations, or business relationship-linked impacts.","[""Bapco2024__c_0041"", ""Bapco2024__c_0040"", ""Bapco2024__c_0039""]",2v2
D130,disagreement,Energean2024,phase6,GRI 304: Biodiversity 2016,304-3,Climate Change,b,0,no_evidence,standard,Partnerships mentioned but no explicit statement on distinct habitats from organizational measures.,"[""Energean2024__c_0147"", ""Energean2024__c_0148""]",no_evidence,standard,"Partnerships mentioned (e.g., 3BEE), but no explicit distinction from areas under the organization's direct oversight.","[""Energean2024__c_0147""]",no_evidence,standard,No explicit mention of partnerships for habitats distinct from company-operated areas.,"[""Energean2024__c_0147"", ""Energean2024__c_0148""]",no_evidence,standard,"Partnerships mentioned (e.g., 3BEE, Zooprophylactic Institute) lack explicit linkage to 'distinct' areas outside the company's oversight.","[""Energean2024__c_0147"", ""Energean2024__c_0148""]",all_agree
D131,disagreement,OKQ82024,phase6,GRI 306: Waste 2020,306-4,Waste,c,0,partial,standard,Mentions data collection methodology but lacks standards/assumptions.,"[""OKQ82024__c_0151""]",partial,standard,Mentions data collection methodology but lacks standards/assumptions.,"[""OKQ82024__c_0151""]",no_evidence,standard,No relevant evidence in the chunks about standards/methodologies used.,[],no_evidence,standard,No relevant evidence in the chunks about standards/methodologies used.,[],2v2
D132,disagreement,IslandOil2024,phase6,GRI 306: Waste 2020,306-3,Enhancing Waste Management and Promoting Circularity,a,0,pass,standard,Waste composition and weight data are explicitly reported in the chunks.,"[""IslandOil2024__c_0160""]",pass,standard,Waste composition and weight data are explicitly reported in the chunks.,"[""IslandOil2024__c_0160""]",no_evidence,standard,No evidence of spills or spill metrics in the chunk. Waste data is unrelated to spills.,"[""IslandOil2024__c_0160""]",no_evidence,standard,No evidence of spills or spill metrics in the chunk. Waste data is unrelated to spills.,"[""IslandOil2024__c_0160""]",2v2
D133,disagreement,Mubadala2024,phase6,GRI 305: Emissions 2016,305-7,GHG & Other Air Emissions,a.iv,0,no_evidence,standard,No verdict produced.,[],no_evidence,standard,No verdict produced.,[],pass,standard,VOC emissions of 177.5 tons explicitly reported.,"[""Mubadala2024__c_0070""]",pass,standard,VOC emissions of 177.5 tons explicitly reported.,"[""Mubadala2024__c_0070""]",2v2
D134,disagreement,Energean2024,phase6,GRI 408: Child Labour 2016,408-1,Own workforce,a.i,0,pass,reported_non_existence,Report explicitly states no significant risks related to child labor were identified in operations or supply chain.,"[""Energean2024__c_0193""]",pass,reported_non_existence,Report explicitly states no significant risks related to child labour in operations or supply chain.,"[""Energean2024__c_0193""]",no_evidence,standard,No evidence explicitly identifies operations/suppliers at significant risk for child labor.,"[""Energean2024__c_0193""]",pass,reported_non_existence,Report explicitly states no significant risks related to child labour were identified.,"[""Energean2024__c_0193""]",1v3
D135,disagreement,Mubadala2024,phase6,GRI 418: Customer Privacy 2016,418-1,Data Governance & AI Use,b,0,pass,standard,"Report explicitly states 'zero data breaches for the sixth consecutive year', directly addressing leaks/theft/losses.","[""Mubadala2024__c_0137""]",pass,standard,"Report explicitly states 'zero data breaches for the sixth consecutive year', directly addressing leaks/theft/losses.","[""Mubadala2024__c_0137""]",no_evidence,standard,"No explicit mention of leaks, thefts, or losses of customer data.","[""Mubadala2024__c_0137""]",no_evidence,standard,"No explicit mention of leaks, thefts, or losses of customer data.","[""Mubadala2024__c_0137""]",2v2
D136,disagreement,Mubadala2024,phase6,GRI 305: Emissions 2016,305-4,GHG & Other Air Emissions,d,0,partial,standard,"Report lists CO2 and CH4 but does not specify other gases (N2O, HFCs, etc.).","[""Mubadala2024__c_0067""]",partial,standard,"Report lists CO2 and CH4 but does not specify other gases (N2O, HFCs, etc.).","[""Mubadala2024__c_0067""]",no_evidence,standard,"Report mentions CO2 and CH4 but does not explicitly list N2O, HFCs, etc., as included gases.","[""Mubadala2024__c_0067""]",no_evidence,standard,"Report mentions CO2 and CH4 but does not explicitly list N2O, HFCs, etc., as included gases.","[""Mubadala2024__c_0067""]",2v2
D137,disagreement,Bangchak2024,phase6,GRI 201: Economic Performance 2016,201-2,"GHG Emissions & Climate adaptation, resilience, and transition",a.i,0,no_evidence,standard,"No explicit classification of risks as physical, regulatory, or other is provided in the evidence.","[""Bangchak2024__c_0153"", ""Bangchak2024__c_0170""]",partial,standard,Evidence describes climate risks and strategies but lacks explicit classification as physical/regulatory. Chunk 0157 and 0153 mention risks but not their type.,"[""Bangchak2024__c_0157"", ""Bangchak2024__c_0153"", ""Bangchak2024__c_0170"", ""Bangchak2024__c_0162"", ""Bangchak2024__c_0160""]",no_evidence,standard,"No explicit classification of climate risks as physical, regulatory, or other is provided in the evidence.","[""Bangchak2024__c_0153"", ""Bangchak2024__c_0157"", ""Bangchak2024__c_0160"", ""Bangchak2024__c_0162"", ""Bangchak2024__c_0170""]",no_evidence,standard,No explicit description of climate-related risks/opportunities with classification (physical/regulatory).,"[""Bangchak2024__c_0157"", ""Bangchak2024__c_0158"", ""Bangchak2024__c_0160"", ""Bangchak2024__c_0162"", ""Bangchak2024__c_0164""]",1v3
D138,disagreement,OQ2023,phase6,GRI 203: Indirect Economic Impacts 2016,203-1,Economic Impact,a,0,partial,standard,"Evidence mentions infrastructure projects (e.g., labs, cultural centers) but lacks quantification or explicit description of their significance.","[""OQ2023__c_0195"", ""OQ2023__c_0197"", ""OQ2023__c_0202"", ""OQ2023__c_0203"", ""OQ2023__c_0204""]",pass,standard,"Evidence describes infrastructure projects (e.g., Madha Park, Dibba beachfront, medical facilities) directly supporting the requirement.","[""OQ2023__c_0203"", ""OQ2023__c_0202"", ""OQ2023__c_0188"", ""OQ2023__c_0198"", ""OQ2023__c_0197""]",partial,standard,"Evidence describes specific infrastructure projects (e.g., labs, cultural centres) but lacks quantitative or comprehensive coverage of 'extent of development'.","[""OQ2023__c_0195"", ""OQ2023__c_0197"", ""OQ2023__c_0198"", ""OQ2023__c_0202"", ""OQ2023__c_0203""]",pass,standard,"Evidence describes infrastructure projects (e.g., Madha Park, Dibba beachfront, medical facility) with specific amenities and objectives.","[""OQ2023__c_0203"", ""OQ2023__c_0202"", ""OQ2023__c_0198"", ""OQ2023__c_0197"", ""OQ2023__c_0204""]",2v2
D139,disagreement,Bangchak2025,phase6,GRI 411: Rights of Indigenous Peoples 2016,411-1,Rights of indigenous peoples,b.iv,0,pass,condition_not_applicable,No incidents exist to declare as resolved; evidence confirms no violations.,"[""Bangchak2025__c_0360"", ""Bangchak2025__c_0362""]",pass,reported_non_existence,"No incidents reported, so none resolved.","[""Bangchak2025__c_0362"", ""Bangchak2025__c_0360""]",no_evidence,standard,No information on incidents no longer requiring action. The report states no complaints but not incident resolution.,"[""Bangchak2025__c_0360"", ""Bangchak2025__c_0362""]",no_evidence,standard,No evidence of incidents no longer subject to action; no incidents reported.,"[""Bangchak2025__c_0362""]",2v2
D140,disagreement,Desfa2023,phase6,GRI 306: Effluents and Waste 2016,306-3,Asset Integrity and critical incident management,a,0,no_evidence,standard,No evidence provided on waste generation metrics.,[],no_evidence,standard,No evidence on waste generation or composition.,[],pass,reported_non_existence,Report explicitly states 'no gas release occurred across the network' in 2023.,"[""Desfa2023__c_0162""]",pass,standard,Chunks explicitly state no significant spills occurred in 2023.,"[""Desfa2023__c_0162""]",2v2
D141,disagreement,Bapco2023,phase6,GRI 305: Emissions 2016,305-7,Emissions & Climate Action,b,0,no_evidence,standard,Evidence chunks do not specify emission factors for NOx/SOx.,[],no_evidence,standard,Evidence chunks do not specify emission factors for NOx/SOx.,[],pass,standard,Emission factors sourced from IPCC and API 2009 as stated in Bapco2023__c_0041.,"[""Bapco2023__c_0041""]",pass,standard,Emission factors sourced from IPCC and API 2009 as stated in Bapco2023__c_0041.,"[""Bapco2023__c_0041""]",2v2
D142,disagreement,Bapco2024,phase6,GRI 306: Waste 2020,306-5,Waste,b.i,0,partial,standard,Hazardous waste data exists but lacks breakdown by incineration type.,"[""Bapco2024__c_0043""]",partial,standard,Hazardous waste data exists (40.085 metric tons) but lacks incineration breakdown.,"[""Bapco2024__c_0043""]",no_evidence,standard,No breakdown of hazardous waste by incineration with energy recovery is provided.,"[""Bapco2024__c_0043""]",no_evidence,standard,No breakdown of hazardous waste by incineration with energy recovery is provided.,"[""Bapco2024__c_0043"", ""Bapco2024__c_0042""]",2v2
D143,disagreement,Bangchak2024,phase6,GRI 306: Waste 2020,306-5,Waste,e,0,no_evidence,standard,No verdict produced.,[],no_evidence,standard,No verdict produced.,[],pass,standard,"Contextual data collection methods (meter readings, third-party analysis) are explicitly described in the evidence.","[""Bangchak2024__c_0325""]",pass,standard,"Contextual data collection methods (meter readings, third-party analysis) are explicitly described in the evidence.","[""Bangchak2024__c_0325""]",2v2
D144,disagreement,OKQ82023,phase6,GRI 403: Occupational Health and Safety 2018,403-2,Occupational health and safety,a.i,0,pass,standard,"Processes for hazard identification, risk assessment, and hierarchy of controls are described in chunks 0159 and 0160, including safety walks, incident reporting, and employee involvement.","[""OKQ82023__c_0159"", ""OKQ82023__c_0160""]",pass,standard,"Safety walks, risk assessments, and employee involvement ensure process quality.","[""OKQ82023__c_0159"", ""OKQ82023__c_0160""]",partial,standard,"Mentions safety walks, rounds, and incident reporting but lacks explicit details on ensuring process quality or competency verification.","[""OKQ82023__c_0159"", ""OKQ82023__c_0158""]",no_evidence,standard,No explicit mention of hierarchy of controls in hazard identification processes.,"[""OKQ82023__c_0159"", ""OKQ82023__c_0157"", ""OKQ82023__c_0160""]",3stat
D145,disagreement,Energean2024,phase6,GRI 304: Biodiversity 2016,304-2,Climate Change,b.iv,0,pass,standard,Impacts evaluated based on reversibility in project phases.,"[""Energean2024__c_0148""]",_unrecoverable_,,,,no_evidence,standard,No evidence provided on the reversibility of impacts.,[],pass,reported_non_existence,"Chunks explicitly state no significant impacts on biodiversity, including reversibility, were observed or predicted.","[""Energean2024__c_0148""]",3stat
D146,disagreement,Bangchak2024,phase6,GRI 403: Occupational Health and Safety 2018,403-1,Occupational health and safety,b,0,pass,standard,The report states external audits cover 100% of employees and contractors at specified locations (chunk_0223).,"[""Bangchak2024__c_0223"", ""Bangchak2024__c_0227""]",pass,standard,"The report states external audits cover 100% of employees and contractors at specified locations, explaining full coverage.","[""Bangchak2024__c_0223""]",pass,standard,"The report describes coverage of 100% of employees and contractors at specified locations, implying no exclusions.","[""Bangchak2024__c_0223""]",pass,standard,"The report describes full coverage of employees, contractors, and locations (Phra Khanong refinery, Sukhumvit 64 depot, headquarters) with no exclusions mentioned.","[""Bangchak2024__c_0223""]",all_agree
D147,disagreement,Bangchak2024,phase6,GRI 413: Local Communities 2016,413-1,Local communities,a.viii,0,no_evidence,standard,"Formal grievance processes are described (e.g., complaint channels, resolution steps), but no percentage of operations with such mechanisms is explicitly reported.","[""Bangchak2024__c_0247"", ""Bangchak2024__c_0248"", ""Bangchak2024__c_0254"", ""Bangchak2024__c_0263"", ""Bangchak2024__c_0264""]",partial,standard,"Mentions complaint channels (call centers, websites) but no percentage of operations with formal grievance processes.","[""Bangchak2024__c_0247"", ""Bangchak2024__c_0248"", ""Bangchak2024__c_0255"", ""Bangchak2024__c_0260"", ""Bangchak2024__c_0256""]",no_evidence,standard,"No explicit percentage of operations with formal local community grievance processes is reported, though mechanisms exist.","[""Bangchak2024__c_0247"", ""Bangchak2024__c_0248"", ""Bangchak2024__c_0253"", ""Bangchak2024__c_0263"", ""Bangchak2024__c_0265""]",no_evidence,standard,No explicit mention of percentage of operations with formal grievance processes.,"[""Bangchak2024__c_0247"", ""Bangchak2024__c_0248"", ""Bangchak2024__c_0258"", ""Bangchak2024__c_0260"", ""Bangchak2024__c_0255""]",1v3
D148,disagreement,Energean2024,phase6,GRI 306: Waste 2020,306-5,Circular economy,c.iii,0,pass,standard,Evidence explicitly states 11% of non-hazardous waste was managed through local landfill facilities.,"[""Energean2024__c_0237""]",pass,standard,Chunk 0237 explicitly states 11% of waste was managed through local landfill facilities.,"[""Energean2024__c_0237""]",no_evidence,standard,No explicit data on non-hazardous waste landfilling breakdown.,"[""Energean2024__c_0160"", ""Energean2024__c_0237""]",no_evidence,standard,"Total landfill (11% of waste) reported, but non-hazardous waste landfilling breakdown unspecified. Non-hazardous waste volume (11,185t) mentioned without disposal method split.","[""Energean2024__c_0237""]",2v2
D149,disagreement,Desfa2023,phase6,GRI 403: Occupational Health & Safety 2018,403-2,Occupational health and safety,d,0,pass,standard,"Incident investigation processes, hazard identification, risk assessment, and corrective actions using hierarchy of controls are detailed in chunk 0161.","[""Desfa2023__c_0161""]",pass,standard,"Incident investigation and risk assessment processes are described, including hierarchy of controls.","[""Desfa2023__c_0161""]",no_evidence,standard,No explicit description of incident investigation processes or hierarchy of controls application.,"[""Desfa2023__c_0161""]",no_evidence,standard,No explicit description of incident investigation processes or corrective actions.,[],2v2
D150,disagreement,Energean2024,phase6,GRI 306: Waste 2020,306-2,Circular economy,b.ii,0,pass,standard,Report states 82% of total waste was recycled (non-hazardous waste recycling covered).,"[""Energean2024__c_0160""]",pass,standard,Report states 82% of total waste was recycled (covers recycling method).,"[""Energean2024__c_0160""]",no_evidence,standard,Recycling percentage provided but not total weight by disposal method.,"[""Energean2024__c_0160""]",no_evidence,standard,No explicit data on non-hazardous waste recycling methods.,"[""Energean2024__c_0160""]",2v2
